"source_1"	"source_2"	"source_3"	"source_4"	"source_5"	"rank_product"	"rank_final"
"74048"	NA	NA	155.5	NA	250	98.5837207656518	484
"19360"	NA	NA	211.5	NA	186	99.1703080563936	485
"18935"	169	234.5	NA	NA	NA	99.5370534022381	486
"11440"	NA	NA	160.5	NA	247	99.5533776423482	487
"72605"	153	259.5	NA	NA	NA	99.6286856281864	488
"268759"	NA	NA	142	NA	282	100.054984883313	489
"109264"	NA	296.5	NA	NA	136	100.404183179786	490
"20516"	NA	308	131	NA	NA	100.4340579684	491
"319146"	NA	NA	138	NA	294	100.712461989567	492
"13688"	155	262.5	NA	NA	NA	100.855713769722	493
"19017"	160	259.5	NA	NA	NA	101.8822850156	494
"214968"	238	175.5	NA	NA	NA	102.187327981507	495
"23969"	NA	233	NA	180	NA	102.396288995256	496
"213827"	NA	NA	148.5	NA	284	102.681546540749	497
"71902"	241	175.5	NA	NA	NA	102.82934892335	498
"170742"	NA	220	195	NA	NA	103.56157588604	499
"66972"	138	311.5	NA	NA	NA	103.66653269016	500
"67430"	NA	NA	190	NA	229	104.295253966803	501
"319765"	182	244	NA	NA	NA	105.366028680975	502
"93707"	179	249.5	NA	NA	NA	105.665155089083	503
"237636"	NA	296.5	NA	152	NA	106.146125694723	504
"54524"	NA	317	NA	NA	143	106.455389717947	505
"68018"	204	222.5	NA	NA	NA	106.524645035785	506
"12572"	193	NA	NA	NA	236	106.709887077065	507
"227960"	NA	NA	183	NA	249	106.732141363321	508
"320940"	NA	286.5	NA	NA	163	108.050335492307	509
"110611"	226	208.5	NA	NA	NA	108.536860098309	510
"74385"	NA	NA	185	NA	255	108.599033144867	511
"30805"	266	179.5	NA	NA	NA	109.255434647435	512
"11736"	196	247	NA	NA	NA	110.013635518512	513
"19058"	NA	231	210	NA	NA	110.124929057866	514
"14219"	NA	303	160.5	NA	NA	110.262754364291	515
"68693"	NA	186.5	NA	NA	262	110.52488407594	516
"382571"	NA	NA	220.5	NA	223	110.8732384302	517
"67128"	281	175.5	NA	NA	NA	111.035467306622	518
"84505"	NA	282.5	NA	176	NA	111.48990985735	519
"58212"	254	196.5	NA	NA	NA	111.703849530802	520
"241296"	180	279	NA	NA	NA	112.049096381899	521
"399558"	171	NA	NA	NA	294	112.109321646329	522
"16401"	NA	200	NA	NA	253	112.47221879202	523
"14055"	NA	314.5	NA	NA	162	112.85942583586	524
"22059"	NA	NA	218	NA	237	113.650780903608	525
"223254"	NA	NA	223	NA	239	115.430715149825	526
"242109"	NA	NA	211.5	NA	252	115.431798045426	527
"19824"	237	226.5	NA	NA	NA	115.845263174633	528
"269252"	NA	309	NA	179	NA	117.591453771097	529
"240665"	NA	NA	206	NA	272	118.355397004108	530
"20310"	NA	264.5	NA	NA	213	118.678662783164	531
"76824"	209	277	NA	NA	NA	120.304821183525	532
"21825"	229	253	NA	NA	NA	120.350529703861	533
"11990"	NA	246	NA	NA	241	121.743582993109	534
"68404"	280	212	NA	NA	NA	121.819538662728	535
"13018"	194	311.5	NA	NA	NA	122.913587532054	536
"54393"	NA	272.5	NA	NA	222	122.978656684809	537
"13842"	248	NA	NA	NA	244	122.995934892174	538
"226856"	197	313	NA	NA	NA	124.158165257062	539
"66859"	NA	NA	220.5	NA	291	126.654549859056	540
"27401"	NA	325	197.5	NA	NA	126.676260601582	541
"226517"	282	229	NA	NA	NA	127.061008968133	542
"26456"	203	322	NA	NA	NA	127.833876574248	543
"64378"	219	300	NA	NA	NA	128.160056179763	544
"18029"	NA	249.5	NA	NA	277	131.445330841381	545
"109305"	273	256	NA	NA	NA	132.181693134866	546
"71954"	258	275	NA	NA	NA	133.182206018672	547
"15248"	275	269.5	NA	NA	NA	136.11805537841	548
"15384"	278	268	NA	NA	NA	136.477104306913	549
"21402"	255	299	NA	NA	NA	138.062485853327	550
"330267"	NA	301.5	NA	NA	266	141.597139801622	551
"19700"	253	323	NA	NA	NA	142.932676459933	552
